name,rating,year,released,score,votes,director,writer,country,budget,gross,company,runtime,wins,nominations,genre1,genre2,genre3,genre4,genre5,star1,star2,star3,star4,star5
One Flew Over the Cuckoo's Nest,R,1975,"November 19, 1975 (United States)",8.7,979000.0,Milos Forman,Lawrence Hauben,United States,3000000.0,109114817.0,Fantasy Films,133.0,38,16,Drama,,,,,Jack Nicholson,Louise Fletcher,Michael Berryman,,
Jaws,PG,1975,"June 20, 1975 (United States)",8.1,580000.0,Steven Spielberg,Peter Benchley,United States,7000000.0,471411300.0,Zanuck/Brown Productions,124.0,15,20,Adventure,Thriller,,,,Roy Scheider,Robert Shaw,Richard Dreyfuss,,
The Rocky Horror Picture Show,R,1975,"August 31, 1975 (Italy)",7.4,147000.0,Jim Sharman,Richard O'Brien,United Kingdom,1200000.0,113804859.0,Twentieth Century Fox,100.0,4,5,Comedy,Horror,Musical,,,Tim Curry,Susan Sarandon,Barry Bostwick,,
Monty Python and the Holy Grail,PG,1975,"May 25, 1975 (United Kingdom)",8.2,530000.0,Terry Gilliam,Graham Chapman,United Kingdom,,1940906.0,Python (Monty) Pictures,91.0,3,3,Adventure,Comedy,Fantasy,,,Graham Chapman,John Cleese,Eric Idle,,
Dog Day Afternoon,R,1975,"December 25, 1975 (United States)",8.0,252000.0,Sidney Lumet,Frank Pierson,United States,1800000.0,50000000.0,Warner Bros.,125.0,14,21,Biography,Crime,Drama,,,Al Pacino,John Cazale,Penelope Allen,,
Three Days of the Condor,R,1975,"September 25, 1975 (United States)",7.4,54000.0,Sydney Pollack,James Grady,United States,20000000.0,27476252.0,Wildwood Enterprises,117.0,6,4,Crime,Mystery,Thriller,,,Robert Redford,Faye Dunaway,Cliff Robertson,,
Shampoo,R,1975,"March 13, 1975 (United States)",6.4,13000.0,Hal Ashby,Robert Towne,United States,4000000.0,49407734.0,Persky-Bright / Vista,110.0,3,11,Comedy,Drama,,,,Warren Beatty,Julie Christie,Goldie Hawn,,
Mirror,Not Rated,1975,"March 7, 1975 (Soviet Union)",8.0,45000.0,Andrei Tarkovsky,Aleksandr Misharin,Soviet Union,,119266.0,Mosfilm,107.0,0,2,Biography,Drama,,,,Margarita Terekhova,Filipp Yankovskiy,Ignat Daniltsev,,
Tommy,PG,1975,"March 26, 1975 (United Kingdom)",6.6,21000.0,Ken Russell,The Who,United Kingdom,5000000.0,34273583.0,Robert Stigwood Organisation Ltd.,111.0,2,5,Drama,Musical,,,,Roger Daltrey,Ann-Margret,Oliver Reed,,
The Return of the Pink Panther,G,1975,"May 21, 1975 (United States)",7.0,27000.0,Blake Edwards,Frank Waldman,United Kingdom,5000000.0,41833347.0,ITC Films,113.0,2,5,Comedy,Crime,Mystery,,,Peter Sellers,Christopher Plummer,Catherine Schell,,
Death Race 2000,R,1975,"November 28, 1975 (West Germany)",6.2,28000.0,Paul Bartel,Robert Thom,United States,300000.0,,New World Pictures,80.0,0,0,Action,Comedy,Sci-Fi,,,David Carradine,Sylvester Stallone,Simone Griffeth,,
Nashville,R,1975,July 1975 (Canada),7.7,26000.0,Robert Altman,Joan Tewkesbury,United States,2200000.0,9991258.0,ABC Entertainment,160.0,24,26,Comedy,Drama,Music,,,Keith Carradine,Karen Black,Ronee Blakley,,
Rollerball,Approved,1975,"June 25, 1975 (United States)",6.6,25000.0,Norman Jewison,William Harrison,United Kingdom,6000000.0,,Algonquin,125.0,4,5,Action,Sci-Fi,Sport,,,James Caan,John Houseman,Maud Adams,,
A Boy and His Dog,R,1975,"November 14, 1975 (United States)",6.4,18000.0,L.Q. Jones,L.Q. Jones,United States,400000.0,,LQ/JAF,91.0,2,2,Comedy,Drama,Sci-Fi,,,Don Johnson,Jason Robards,Susanne Benton,,
Picnic at Hanging Rock,PG,1975,"February 2, 1979 (United States)",7.4,37000.0,Peter Weir,Joan Lindsay,Australia,,82361.0,British Empire Films Australia,115.0,4,12,Drama,Mystery,,,,Rachel Roberts,Anne-Louise Lambert,Vivean Gray,,
The Passenger,PG,1975,"April 9, 1975 (United States)",7.5,23000.0,Michelangelo Antonioni,Mark Peploe,Italy,,768744.0,Metro-Goldwyn-Mayer (MGM),126.0,6,3,Drama,Thriller,,,,Jack Nicholson,Maria Schneider,Jenny Runacre,,
The Stepford Wives,PG,1975,"February 12, 1975 (United States)",6.9,18000.0,Bryan Forbes,Ira Levin,United States,,,Palomar Pictures International,115.0,0,0,Horror,Mystery,Sci-Fi,,,Katharine Ross,Paula Prentiss,Peter Masterson,,
